customer_id,call_date,call_time,call_transcript
2812345696,2023-10-31,16:20:00,"Customer: Hello, I'm calling to ask about your financial literacy programs.\nBank: Hi, thank you for calling [bank name]. We offer a variety of financial literacy programs to help people of all ages learn about money management and personal finance. Would you like to learn more?"
2912345697,2023-10-31,16:25:00,"Customer: Hello, I'm calling to ask about your small business support services.\nBank: Hi, thank you for calling [bank name]. We offer a variety of small business support services, including loans, financial planning, and marketing assistance. Would you like to learn more?"
3012345698,2023-10-31,16:30:00,"Customer: Hello, I'm calling to ask about your community reinvestment initiatives.\nBank: Hi, thank you for calling [bank name]. We are committed to reinvesting in the communities we serve. We do this by providing loans and grants to small businesses, supporting affordable housing, and investing in community development projects. Would you like to learn more?"
3112345699,2023-10-31,16:35:00,"Customer: Hello, I'm calling to ask about your diversity and inclusion initiatives.\nBank: Hi, thank you for calling [bank name]. We are committed to creating a diverse and inclusive workplace. We do this by recruiting and hiring a diverse workforce, providing training on unconscious bias, and creating an inclusive culture. Would you like to learn more?"
3312345701,2023-10-31,16:45:00,"Customer: Hello, I'm calling to ask about your home equity loan products.\nBank: Hi, thank you for calling [bank name]. We offer a variety of home equity loan products to meet your needs. Would you like to learn more? [Image of Home equity loan]"
3412345702,2023-10-31,16:50:00,"Customer: Hello, I'm calling to ask about your student loan refinancing options.\nBank: Hi, thank you for calling [bank name]. We offer a variety of student loan refinancing options to help you save money on your monthly payments. Would you like to learn more? [Image of Student loan refinancing]"
3512345703,2023-10-31,16:55:00,"Customer: Hello, I'm calling to ask about your auto loan rates.\nBank: Hi, thank you for calling [bank name]. We offer competitive auto loan rates. Would you like to get a quote? [Image of Auto loan]"
3612345704,2023-10-31,17:00:00,"Customer: Hello, I'm calling to ask about your credit card rewards programs.\nBank: Hi, thank you for calling [bank name]. We offer a variety of credit card rewards programs to meet your needs. Would you like to learn more? [Image of Credit card rewards]"
3712345705,2023-10-31,17:05:00,"Customer: Hello, I'm calling to ask about your mobile banking app.\nBank: Hi, thank you for calling [bank name]. Our mobile banking app is a convenient way to manage your finances on the go. Would you like to learn more? [Image of Mobile banking app]"
3812345706,2023-10-31,17:10:00,"Customer: Hello, I'm calling to ask about your Zelle money transfer service.\nBank: Hi, thank you for calling [bank name]. Zelle is a convenient and secure way to send and receive money with friends and family. Would you like to learn more? [Image of Zelle money transfer service]"
3912345707,2023-10-31,17:15:00,"Customer: Hello, I'm calling to ask about your Western Union money transfer service.\nBank: Hi, thank you for calling [bank name]. Western Union is a convenient and fast way to send and receive money internationally. Would you like to learn more? [Image of Western Union money transfer service]"
